id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1425527552357982208	1425527552357982208	2021-08-12 00:10:28 IST	2021-08-12	00:10:28	+0530	377298935	pchakraborty67	Prosenjit Chakraborty		@PMOIndia @narendramodi @AmitShah @Swamy39 @abbas_nighat @Fightfor_nation @SHIFUJIJAIHIND @GeneralBakshi  If govt. had take action at the time of CAA/NRC protest in bengal and delhi, farmer protest etc. like this so quickly.  #अश्विनी_उपाध्याय_को_रिहा_करो	en	[{'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}, {'screen_name': 'amitshah', 'name': 'amit shah', 'id': '1447949844'}, {'screen_name': 'swamy39', 'name': 'subramanian swamy', 'id': '60937837'}, {'screen_name': 'abbas_nighat', 'name': 'nighat abbass 🇮🇳', 'id': '738402681677451265'}, {'screen_name': 'fightfor_nation', 'name': '@puspendra kulshrestha', 'id': '3849245597'}, {'screen_name': 'shifujijaihind', 'name': 'grandmaster shifuji शीफूजी shaurya bhardwaj', 'id': '248089385'}, {'screen_name': 'generalbakshi', 'name': 'maj gen (dr)gd bakshi sm,vsm(retd)', 'id': '870366536'}]	[]	[]	0	0	0	['अश्विनी_उपाध्याय_को_रिहा_करो']	[]	https://twitter.com/pchakraborty67/status/1425527552357982208	False		0								[]				
1425493234936025089	1424738664576294912	2021-08-11 21:54:06 IST	2021-08-11	21:54:06	+0530	1106239616930250753	vasuanand18	Vasu Anand 🇮🇳		@NimmyKumari Just like during CAA NRC protests last year  Do search the web/ YouTube	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/VasuAnand18/status/1425493234936025089	False		0								[{'screen_name': 'NimmyKumari', 'name': 'Nimmy Kumari', 'id': '1336298346223300613'}]				
1425485036338368516	1425481218259259396	2021-08-11 21:21:31 IST	2021-08-11	21:21:31	+0530	938139317557325824	magicanarchist	Sneha Visakha 🇵🇸		when there are only serious committed activists showing up, its easier for the state to target and jail them (as they do!) In the anti-CAA NRC protests, I saw so many heretofore politically oblivious people were getting politically active! That is amazing for our democracy!	en	[]	[]	[]	1	0	21	[]	[]	https://twitter.com/magicanarchist/status/1425485036338368516	False		0								[]				
1425484054535671812	1425461659502628866	2021-08-11 21:17:37 IST	2021-08-11	21:17:37	+0530	1374844412954439683	gupta_pooj	Pooja Gupta		@IndiaToday18 @balliawalababa Mathematically अभी संसद में कोई विपक्ष का नेता नहीं है प्रमुख विपक्षी दल बनने के लिए 55 सीटों की जरूरत होती है जबकि कांग्रेस के पास 51 हैं  वैसे याद करिए अलका लांबा CAA NRC Protest में हिजाब पहनकर गई थी	hi	[]	[]	[]	2	1	2	[]	[]	https://twitter.com/gupta_pooj/status/1425484054535671812	False		0								[{'screen_name': 'IndiaToday18', 'name': '❤🌹🌹हक की आवाज़🌹🌹❤', 'id': '1006989305682776064'}, {'screen_name': 'balliawalababa', 'name': 'जुमलेश्वर बाबा', 'id': '2692402285'}]				
1425482989530611715	1425481218259259396	2021-08-11 21:13:23 IST	2021-08-11	21:13:23	+0530	938139317557325824	magicanarchist	Sneha Visakha 🇵🇸		If 18-19 yr olds are showing up to a protest (say anti-CAA NRC protests) for whatever reason, its good! Protests only work if they're massive+mobilise bodies! And being there, you also learn as you protest! It is an incredible thing if protests are seen as cool, dissent is cool!	en	[]	[]	[]	1	3	24	[]	[]	https://twitter.com/magicanarchist/status/1425482989530611715	False		0								[]				
1425468003894714378	1422955425050161153	2021-08-11 20:13:50 IST	2021-08-11	20:13:50	+0530	1357786255803568128	sageera26040125	🇮🇳Sageer Ansari🇮🇳		@RahulKu36368628 @DSMALIK_IND ऐसे  कानून बनाएंगे तो विरोध  होगा ही दंगा करवाने वाले प्रवेश वर्मा कपिल शर्मा मारने वाले हिंदू संगठन साथ में पुलिस भी मरने वाला मुसलमान और केस भी मुसलमानों पर और बंद भी मुसलमानों को करा वाह रे लोकतंत्र और आप यहां दुहाई दे रहे हो CA or nrc pure Desh protest Kali musalmanon Kaनहीं	hi	[]	[]	[]	4	0	0	[]	[]	https://twitter.com/SageerA26040125/status/1425468003894714378	False		0								[{'screen_name': 'RahulKu36368628', 'name': 'Rahul Kumar', 'id': '1058249279179915264'}, {'screen_name': 'DSMALIK_IND', 'name': 'धीरज सिंह मलिक', 'id': '166516370'}]				
1425453073086894082	1425447121231044614	2021-08-11 19:14:30 IST	2021-08-11	19:14:30	+0530	1560928308	lovely_akhtar	akhtar		@aajtak Court good itni jaldi wah kiya baat hai . Caa or NRC ke protest main jo jail gaye jo kisi ko marne katne baat nahi kar rahe thaae court oon ko bail nahi de pati kiyun ? Aaj Tak notanki channel yeh sawal karega ya nahi ?	hi	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/lovely_akhtar/status/1425453073086894082	False		0								[{'screen_name': 'aajtak', 'name': 'AajTak', 'id': '42606652'}]				
1425436619989868548	1425421509607182338	2021-08-11 18:09:08 IST	2021-08-11	18:09:08	+0530	1409513072151064579	andrerubin6	Andre Rubin		@ashoswai Will the protests against CAA/NRC be revived?	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/AndreRubin6/status/1425436619989868548	False		0								[{'screen_name': 'ashoswai', 'name': 'Ashok Swain', 'id': '70355674'}]				
1425436501467295750	1425436501467295750	2021-08-11 18:08:39 IST	2021-08-11	18:08:39	+0530	140716268	sau_sanvee	🇮🇳🚩🕉 Տαυ_ՏαиVєє - ℓσя∂@12 🇮🇳🚩🕉		that much money is enough to create instability in any country.  ➡️ Shaheen bagh ➡️ ANTI-CAA/NRC protest ➡️ Fake Farmers protest  the common thing in all these protest that Anti-India, Anti-Hindu Nd Anti-Brahmin slogans Nd banners have been raised.  They abused the PM repeatedly!	en	[]	[]	[]	0	3	4	[]	[]	https://twitter.com/Sau_SanVee/status/1425436501467295750	False	https://twitter.com/PTI_News/status/1425419697290285063	0								[]				
1425435934221160449	1425426378090979334	2021-08-11 18:06:24 IST	2021-08-11	18:06:24	+0530	863255645138571264	itsshoaiboffice	(RealShoaibOfficial.)		@ShyamMeeraSingh NRC/CAA विरोध प्रदर्शन करने वालों में गिरफ्तार हुए सबसे ज्यादा मुस्लिम समुदाय के युवा हैं यह चिंताजनक है, आखिर इनका कुसूर किया है,एक स्वस्थ लोकतंत्र में आप अपना गुस्सा आंदोलन से व्यक्त नहीं कर सकते हैं, तानाशाही नहीं चलेगा। #Protest_against_Hate	hi	[]	[]	[]	0	0	2	['protest_against_hate']	[]	https://twitter.com/ItsShoaibOffice/status/1425435934221160449	False		0								[{'screen_name': 'ShyamMeeraSingh', 'name': 'Shyam Meera Singh', 'id': '1099547584371347457'}]				
